Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36394622,"Wrath of Empire (Gods of Blood and Powder, #2)",Brian  McClellan,"McClellan, Brian",,"=""035650932X""","=""9780356509327""",4,4.49,Orbit,Kindle Edition,693,2018,2018,2019/06/06,2019/05/16,,,read,,,,1,0
43716670,"Uncanny Collateral (Valkyrie Collections, #1)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",3,4.05,,Kindle Edition,145,2019,2019,2019/06/18,2019/06/16,,,read,,,,1,0
33508764,"Sins of Empire (Gods of Blood and Powder, #1)",Brian  McClellan,"McClellan, Brian",,"=""0356509303""","=""""",4,4.40,Orbit,Kindle Edition,657,2017,2017,2019/05/16,2019/04/24,,,read,,,,1,0
25920141,"Split the Party (Spells, Swords, & Stealth, #2)",Drew  Hayes,"Hayes, Drew",,"=""""","=""""",3,4.27,Thunder Pear Publishing,Kindle Edition,336,2015,2015,2019/03/18,2019/03/09,,,read,,,,1,0
42872185,"Siege Tactics (Spells, Swords, & Stealth, #4)",Drew  Hayes,"Hayes, Drew",,"=""""","=""""",3,4.39,Thunder Pear Publishing,Kindle Edition,398,2018,2018,2019/04/24,2019/03/27,,,read,,,,1,0
32064513,"Going Rogue (Spells, Swords, & Stealth, #3)",Drew  Hayes,"Hayes, Drew",,"=""""","=""""",3,4.44,Thunder Pear Publishing,Kindle Edition,435,2016,2016,2019/03/28,2019/05/04,,,read,,,,1,0
28481,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0553286390""","=""9780553286397""",0,3.97,Spectra,Mass Market Paperback,430,1990,1990,,2019/04/24,to-read,to-read (#18),to-read,,,,0,0
9653291,Hard Spell (Occult Crimes Unit Investigation #1),Justin Gustainis,"Gustainis, Justin",,"=""0857661159""","=""9780857661159""",0,3.63,Angry Robot,Paperback,382,2011,2011,,2019/04/24,to-read,to-read (#17),to-read,,,,0,0
22088245,"NPCs (Spells, Swords, & Stealth, #1)",Drew  Hayes,"Hayes, Drew",,"=""""","=""""",4,4.06,Thunder Pear Publishing,Kindle Edition,289,2014,2014,2019/03/09,2019/03/06,,,read,,,,1,0
26232419,"The Death of Dulgath (The Riyria Chronicles, #3)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",3,4.38,"Riyria Enterprises, LLC",Kindle Edition,408,2015,2015,2018/12/18,2018/11/04,,,read,,,,1,0
43895031,"Underlord (Cradle, #6)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.62,Hidden Gnome Publishing,Kindle Edition,400,2019,2019,2019/03/06,2019/03/05,,,read,,,,1,0
34371030,"The Queen of Crows (The Sacred Throne, #2)",Myke Cole,"Cole, Myke",,"=""""","=""""",3,3.93,Tor.com,Kindle Edition,256,2018,2018,2019/03/05,2019/02/10,,,read,,,,1,0
35545088,"The Armored Saint (The Sacred Throne, #1)",Myke Cole,"Cole, Myke",,"=""""","=""""",4,3.58,Tordotcom,Kindle Edition,200,2018,2018,2019/02/10,2018/09/12,,,read,,,,1,0
41140983,"The Quantum Magician (The Quantum Evolution, #1)",Derek Künsken,"Künsken, Derek",,"=""""","=""""",3,3.99,Solaris,Kindle Edition,300,2018,2018,2019/02/09,2018/12/29,,,read,,,,1,0
39353738,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.48,Delacorte Press,Kindle Edition,546,2018,2018,2018/12/29,2018/12/19,,,read,,,,1,0
18343704,"The Rose and the Thorn (The Riyria Chronicles, #2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",3,4.40,Orbit,Kindle Edition,384,2013,2013,2018/11/03,2018/10/23,,,read,,,,1,0
18372099,The Crown Tower (The Riyria Chronicles #1),Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",4,4.33,Orbit,Kindle Edition,432,2013,2013,2018/10/23,2018/10/14,,,read,,,,1,0
42088132,"Honor's Price (Fury of a Rising Dragon, #2)",Sever Bronny,"Bronny, Sever",,"=""1775172929""","=""9781775172925""",3,4.60,Mighty Quill Publishing Ltd.,Kindle Edition,636,2018,,2018/10/18,2018/10/11,,,read,,,,1,0
13492503,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""074813137X""","=""""",4,4.50,Hachette Digital,Kindle Edition,946,2012,2012,2018/10/11,2018/10/03,,,read,,,,1,0
13373060,Rise of Empire (The Riyria Revelations #3-4),Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""""",4,4.36,Orbit,Kindle Edition,816,2011,2010,2018/10/03,2018/09/14,,,read,,,,1,0
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187747""","=""9780316187749""",4,4.23,Orbit,Paperback,691,2011,2011,2018/09/14,2018/09/15,,,read,,,,1,0
34606064,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,"=""0316440868""","=""9780316440868""",5,4.09,Orbit,Hardcover,498,2017,2017,2018/08/28,2018/09/02,,,read,,,,1,0
32337902,"Age of Swords (The Legends of the First Empire, #2)",Michael J. Sullivan,"Sullivan, Michael J.",Marc Simonetti,"=""1101965363""","=""9781101965368""",3,4.29,Del Rey,Hardcover,496,2017,2017,2018/08/03,2018/09/02,,,read,,,,1,0
18052169,"Age of War (The Legends of the First Empire, #3)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""""","=""9781101965405""",4,4.42,Del Rey,ebook,462,2018,2018,2018/08/21,2018/09/02,,,read,,,,1,0
26863057,"Age of Myth (The Legends of the First Empire, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1101965339""","=""9781101965337""",4,4.22,Del Rey,Hardcover,432,2016,2016,2018/07/17,2018/09/02,,,read,,,,1,0
40126485,"On the Shoulders of Titans (Arcane Ascension, #2)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",4,4.22,,Kindle Edition,742,2018,2018,2018/07/11,2018/09/02,,,read,,,,1,0
40280403,"Ghostwater (Cradle, #5)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.56,Hidden Gnome Publishing,Kindle Edition,310,2018,2018,2018/07/02,2018/09/02,,,read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen         King,"King, Stephen",,"=""""","=""""",2,3.92,Plume,Paperback,231,2003,1982,2018/05/21,2018/09/02,,,read,,,,1,0
36696053,"Burden's Edge (Fury of a Rising Dragon, #1)",Sever Bronny,"Bronny, Sever",,"=""1775172910""","=""9781775172918""",3,4.34,Mighty Quill Publishing Ltd.,Kindle Edition,412,2017,,2018/04/01,2018/09/02,,,read,,,,1,0
33855320,"Legend (The Arinthian Line, #5)",Sever Bronny,"Bronny, Sever",,"=""0993767699""","=""9780993767692""",4,4.59,Mighty Quill Publishing Ltd.,Kindle Edition,738,2017,,2018/03/23,2018/09/02,,,read,,,,1,0
29459689,"Clash (The Arinthian Line, #4)",Sever Bronny,"Bronny, Sever",,"=""0993767664""","=""9780993767661""",3,4.48,Sever Bronny Ltd.,Paperback,730,2016,,2018/03/20,2018/09/02,,,read,,,,1,0
25972295,"Valor (The Arinthian Line, #3)",Sever Bronny,"Bronny, Sever",,"=""0993767656""","=""9780993767654""",3,4.39,Mighty Quill Publishing Ltd.,Kindle Edition,586,2015,2015,,2018/09/02,,,read,,,,1,0
24987271,"Riven (The Arinthian Line, #2)",Sever Bronny,"Bronny, Sever",,"=""099376763X""","=""9780993767630""",4,4.25,Mighty Quill Publishing Ltd.,Kindle Edition,640,2015,2015,2018/02/14,2018/09/02,,,read,,,,1,0
33859836,Arcane (The Arinthian Line #1),Sever Bronny,"Bronny, Sever",,"=""""","=""""",4,4.12,Sever Bronny Ltd.,Kindle Edition,368,2017,2014,2018/02/06,2018/09/02,,,read,,,,1,0
34532979,Battle Mage,Peter A. Flannery,"Flannery, Peter A.",,"=""""","=""""",3,4.44,Blackheart Books ,Kindle Edition,648,2017,2017,2018/02/02,2018/09/02,,,read,,,,1,0
28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,"Canavan, Trudi",,"=""1841493139""","=""9781841493138""",0,3.95,Orbit,Paperback,467,2004,2001,,2018/05/12,to-read,to-read (#16),to-read,,,,0,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan       Brown,"Brown, Dan",,"=""""","=""""",3,3.92,Anchor,Paperback,489,2006,2003,2004/01/01,2018/02/26,,,read,,,,1,0
1268479,Warbreaker,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.30,Self-published,ebook,688,2009,2009,2013/01/19,2012/11/18,,,read,,,,1,0
16096968,"The Core (The Demon Cycle, #5)",Peter V. Brett,"Brett, Peter V.",,"=""0345531507""","=""9780345531506""",4,4.17,Del Rey,Hardcover,781,2017,2017,2017/12/11,2018/01/04,,,read,,,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.62,Tor Books,Hardcover,1243,2017,2017,2017/11/25,2018/01/04,,,read,,,,1,0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",5,4.19,Tor Books,Hardcover,272,2017,2016,2017/11/13,2018/01/04,,,read,,,,1,0
26078884,"Of Darkness and Dawn (The Elder Empire: Shadow, #2)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.16,Hidden Gnome Publishing,Kindle Edition,364,2015,2015,2017/10/17,2018/01/04,,,read,,,,1,0
36332410,"Skysworn (Cradle, #4)",Will Wight,"Wight, Will",,"=""""","=""""",3,4.39,Hidden Gnome Publishing,Kindle Edition,292,2017,2017,2017/10/11,2018/01/04,,,read,,,,1,0
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Jon Foster,"=""""","=""""",4,4.12,Subterranean Press ,Leather Bound,208,2014,2014,2017/09/25,2018/01/04,,,read,,,,1,0
24180566,"Of Shadow and Sea (The Elder Empire: Shadow, #1)",Will Wight,"Wight, Will",,"=""""","=""""",3,4.03,Hidden Gnome Publishing,Kindle Edition,406,2014,2014,2017/09/07,2018/01/04,,,read,,,,1,0
25735140,"The Traveler's Gate Trilogy (Traveler's Gate, #1-3)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.35,Hidden Gnome Publishing,Kindle Edition,1218,2015,2015,2017/09/21,2018/01/04,,,read,,,,1,0
35023786,"Blackflame (Cradle, #3)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.51,Hidden Gnome Publishing,Kindle Edition,370,2017,2017,2017/08/13,2018/01/04,,,read,,,,1,0
32283608,"Soulsmith (Cradle, #2)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.34,Hidden Gnome Publishing,Kindle Edition,284,2016,2016,2017/08/08,2018/01/04,,,read,,,,1,0
29939230,"A Conjuring of Light (Shades of Magic, #3)",Victoria Schwab,"Schwab, Victoria",,"=""0765387468""","=""9780765387462""",4,4.31,Tor,Hardcover,624,2017,2017,2017/05/15,2018/01/04,,,read,,,,1,0
24929067,"Forging Divinity (The War of Broken Mirrors, #1)",Andrew Rowe,"Rowe, Andrew",Jessica Richards,"=""1505886554""","=""9781505886559""",3,3.91,CreateSpace Independent Publishing Platform,Paperback,295,2015,2015,2017/05/05,2018/01/04,,,read,,,,1,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",Victoria Schwab,"Schwab, Victoria",,"=""0765376474""","=""9780765376473""",3,4.21,Tor,Hardcover,512,2016,2016,2017/04/29,2018/01/04,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",Victoria Schwab,"Schwab, Victoria",,"=""0765376458""","=""9780765376459""",4,4.05,Tor,Hardcover,400,2015,2015,2017/04/20,2015/12/02,,,read,,,,1,0
1339360,Njal's Saga,Carl F. Bayerschmidt,"Bayerschmidt, Carl F.","Lee M. Hollander, Anonymous","=""031320814X""","=""9780313208140""",3,3.94,Praeger,Hardcover,,1980,1270,2005/01/01,2007/06/29,,,read,,,,1,0
33897359,"First Year (The Black Mage, #1)",Rachel E. Carter,"Carter, Rachel E.",,"=""194615508X""","=""""",3,3.94,Rachel E. Carter,Kindle Edition,322,2017,2014,2017/03/31,2017/04/11,,,read,,,,2,0
18587862,"Prison of Hope  (Hellequin Chronicles, #4)",Steve McHugh,"McHugh, Steve",,"=""""","=""""",3,4.37,Hidden Realms Publishing ,ebook,,2015,2015,2016/08/06,2017/04/11,,,read,,,,1,0
18476843,"With Silent Screams  (Hellequin Chronicles, #3)",Steve McHugh,"McHugh, Steve",,"=""1612184588""","=""9781612184586""",3,4.28,47North,Paperback,454,2014,2014,2016/06/24,2017/04/11,,,read,,,,1,0
16250940,"Born of Hatred (Hellequin Chronicles, #2)",Steve McHugh,"McHugh, Steve",,"=""1481270443""","=""9781481270441""",3,4.27,Hidden Realms Publishing,ebook,508,2012,2012,2016/05/18,2017/04/11,,,read,,,,1,0
13608133,"Crimes Against Magic (Hellequin Chronicles, #1)",Steve McHugh,"McHugh, Steve",,"=""""","=""""",4,4.05,Hidden Realms Publishing,Kindle Edition,388,2012,2012,2016/05/08,2015/11/10,,,read,,,,1,0
29467232,"The Blood Mirror (Lightbringer, #4)",Brent Weeks,"Weeks, Brent",,"=""031625133X""","=""9780316251334""",4,4.33,Orbit,Hardcover,704,2016,2015,2016/11/17,2017/04/11,,,read,,,,1,0
25326486,"Orconomics (The Dark Profit Saga, #1)",J. Zachary Pike,"Pike, J. Zachary",,"=""""","=""""",5,4.30,Gnomish Press LLC,Paperback,340,2014,2014,2017/03/11,2017/04/11,,,read,,,,1,0
31176804,Snapshot,Brandon Sanderson,"Sanderson, Brandon",,"=""0998559903""","=""9780998559902""",4,4.06,Vault Books,Leather Bound,123,2017,2017,2017/03/30,2017/04/11,,,read,,,,1,0
33897336,"Apprentice  (The Black Mage, #2)",Rachel E. Carter,"Carter, Rachel E.",,"=""1946155098""","=""""",3,3.99,Rachel E. Carter,Kindle Edition,390,2017,2015,2017/04/03,2017/04/11,,,read,,,,1,0
23236743,"Burned (Alex Verus, #7)",Benedict Jacka,"Jacka, Benedict",,"=""0425275760""","=""9780425275764""",3,4.28,Ace,Mass Market Paperback,326,2016,2016,2016/05/01,2016/05/01,,,read,,,,1,0
34403860,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.12,,Kindle Edition,625,2017,2017,2017/04/11,2017/04/11,,,read,,,,1,0
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,"=""0765391163""","=""9780765391162""",0,4.47,Tor Books,Hardcover,672,2016,2016,,2016/12/10,to-read,to-read (#15),to-read,,,,0,0
23397921,Sixth of the Dusk (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,"=""1938570073""","=""9781938570070""",4,4.21,Dragonsteel Entertainment,Kindle Edition,66,2014,2014,2014/11/30,2015/01/02,,,read,,,,1,0
8855321,Leviathan Wakes (The Expanse #1),James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,592,2011,2011,,2016/07/17,to-read,to-read (#14),to-read,,,,0,0
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",4,4.18,Delacorte Press,Hardcover,424,2016,2016,2016/02/26,2016/02/26,,,read,,,,1,0
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""0765354063""","=""9780765354068""",3,4.12,Tom Doherty Associates,Mass Market Paperback,343,2007,2006,2016/02/24,2016/02/26,,,read,,,,1,0
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",5,4.23,Tor Books,Mass Market Paperback,355,2007,2005,2016/02/14,2016/02/26,,,read,,,,1,0
17910124,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,"Staveley, Brian",,"=""0765336405""","=""9780765336408""",0,4.09,Tor Books,Hardcover,480,2014,2014,,2016/02/11,to-read,to-read (#13),to-read,,,,0,0
61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0007133618""","=""9780007133611""",0,4.17,Voyager,Paperback,490,2003,2001,,2016/02/11,to-read,to-read (#12),to-read,,,,0,0
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.34,"Dragonsteel, LLC",Kindle Edition,160,2016,2016,2016/02/08,2016/02/11,,,read,,,,1,0
1373490,"Dead Men's Boots (Felix Castor, #3)",Mike Carey,"Carey, Mike",,"=""1841494151""","=""9781841494159""",3,4.00,Orbit,Paperback,534,2007,2007,2016/02/03,2016/02/11,,,read,,,,1,0
1128964,"Vicious Circle (Felix Castor, #2)",Mike Carey,"Carey, Mike",Michael Kramer,"=""1841494143""","=""9781841494142""",3,3.97,Orbit,Paperback,512,2006,2006,2016/01/21,2016/02/11,,,read,,,,1,0
663098,"The Devil You Know (Felix Castor, #1)",Mike Carey,"Carey, Mike",,"=""0446580309""","=""9780446580304""",4,3.81,Grand Central Publishing,Hardcover,406,2007,2006,2016/01/16,2016/02/11,,,read,,,,1,0
18139127,"Unbound (Magic Ex Libris, #3)",Jim C. Hines,"Hines, Jim C.",,"=""0756409683""","=""9780756409685""",4,4.13,DAW Hardcover,Hardcover,390,2015,2015,2016/01/09,2016/02/11,,,read,,,,1,0
15824178,"Codex Born (Magic Ex Libris, #2)",Jim C. Hines,"Hines, Jim C.",,"=""0756408164""","=""9780756408169""",3,3.92,DAW,Hardcover,326,2013,2013,2016/01/05,2016/02/11,,,read,,,,1,0
12844699,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,"Hines, Jim C.",,"=""0756407397""","=""9780756407391""",5,3.80,DAW,Hardcover,308,2012,2012,2015/12/29,2015/11/09,,,read,,,,1,0
25110977,"Son of the Black Sword (Saga of the Forgotten Warrior, #1)",Larry Correia,"Correia, Larry",,"=""1476780862""","=""9781476780863""",4,4.21,Baen,Hardcover,432,2015,2015,2015/12/25,2015/12/24,,,read,,,,1,0
20662728,"Clariel (Abhorsen, #4)",Garth Nix,"Nix, Garth",,"=""006156155X""","=""9780061561559""",4,3.88,HarperCollins,Hardcover,382,2014,2014,2015/12/17,2015/12/21,,,read,,,,1,0
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,"Nix, Garth",,"=""0060278250""","=""9780060278250""",5,4.24,HarperCollins,Hardcover,358,2003,2003,2015/12/07,2015/12/21,,,read,,,,1,0
47624,"Lirael (Abhorsen, #2)",Garth Nix,"Nix, Garth",,"=""0060590165""","=""9780060590161""",3,4.29,HarperColl,Paperback,464,2015,2001,2015/12/02,2015/12/02,,,read,,,,1,0
22522808,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,"=""0062330268""","=""9780062330260""",0,3.92,William Morrow,Hardcover,310,2015,2015,,2015/12/02,to-read,to-read (#11),to-read,,,,0,0
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",5,4.17,Harper Collins,Mass Market Paperback,491,1996,1995,2015/11/22,2015/06/26,,,read,,,,1,0
24876258,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,"Butcher, Jim",,"=""0451466802""","=""9780451466808""",4,4.18,Roc,Hardcover,630,2015,2015,2015/10/27,2015/06/22,,,read,,,,1,0
7923006,"The Kingdom of Gods (Inheritance, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""184149819X""","=""9781841498195""",5,3.99,Orbit,Paperback,613,2011,2011,2015/11/14,2015/11/15,,,read,,,,1,0
8097637,"The Spirit Thief (The Legend of Eli Monpress, #1)",Rachel Aaron,"Aaron, Rachel",,"=""0316069051""","=""9780316069052""",0,3.88,Orbit,Paperback,310,2010,2010,,2015/11/10,to-read,to-read (#10),to-read,,,,0,0
104101,The Lions of Al-Rassan,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0060733497""","=""9780060733490""",0,4.30,Harper Voyager,Paperback,528,2005,1995,,2015/11/10,to-read,to-read (#9),to-read,,,,0,0
10243095,Against a Rock,Kalin Ringkvist,"Ringkvist, Kalin",,"=""""","=""""",0,3.44,,ebook,238,2009,2009,,2015/11/09,to-read,to-read (#8),to-read,,,,0,0
23236738,"Veiled (Alex Verus, #6)",Benedict Jacka,"Jacka, Benedict",,"=""0698165071""","=""""",2,4.18,Ace,Kindle Edition,296,2015,2015,2015/11/07,2015/11/08,,,read,,,,1,0
18599601,"Hidden (Alex Verus, #5)",Benedict Jacka,"Jacka, Benedict",,"=""""","=""""",3,4.20,Orbit,Kindle Edition,336,2014,2014,2015/11/03,2015/11/08,,,read,,,,1,0
16072988,"Chosen (Alex Verus, #4)",Benedict Jacka,"Jacka, Benedict",,"=""0425264920""","=""9780425264928""",4,4.23,Ace,Mass Market Paperback,294,2013,2013,2015/11/02,2015/11/08,,,read,,,,1,0
13542616,"Taken (Alex Verus, #3)",Benedict Jacka,"Jacka, Benedict",,"=""1937007723""","=""9781937007720""",4,4.14,Ace,Mass Market Paperback,313,2012,2012,2015/11/01,2015/11/08,,,read,,,,1,0
13274082,"Cursed (Alex Verus, #2)",Benedict Jacka,"Jacka, Benedict",,"=""1937007596""","=""9781937007591""",5,4.08,Ace,Mass Market Paperback,293,2012,2012,2015/10/31,2015/11/08,,,read,,,,1,0
11737387,"Fated (Alex Verus, #1)",Benedict Jacka,"Jacka, Benedict",,"=""1937007294""","=""9781937007294""",4,3.90,Ace,Mass Market Paperback,295,2012,2012,2015/10/30,2015/11/08,,,read,,,,1,0
7904453,"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043966""","=""9780316043960""",4,4.14,Orbit,Paperback,384,2010,2010,2015/10/16,2015/10/26,,,read,,,,1,0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",4,4.28,Tor Books,Hardcover,383,2015,2015,2015/10/12,2015/10/26,,,read,,,,1,0
6437061,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043915""","=""9780316043915""",5,3.90,Hachette Book Group Orbit,Paperback,427,2010,2010,2015/10/02,2015/10/26,,,read,,,,1,0
22665330,"The Devil's Only Friend (John Cleaver, #4)",Dan Wells,"Wells, Dan",,"=""0765380676""","=""9780765380678""",3,4.11,Tor Books,Paperback,303,2015,2015,2015/09/20,2015/10/26,,,read,,,,1,0
26628034,A Thousand Faces,Janci Patterson,"Patterson, Janci",,"=""1516999428""","=""9781516999422""",4,3.82,CreateSpace Independent Publishing Platform,Paperback,292,2015,,2015/09/11,2015/10/26,,,read,,,,1,0
18569078,"Hope's End (Powder Mage, #0.4)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",3,3.97,Brian McClellan,Kindle Edition,30,2013,2013,2015/09/07,2015/10/26,,,read,,,,1,0
20614529,"Forsworn (Powder Mage, #0.1)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",4,4.03,Brian McClellan,Kindle Edition,64,2014,2014,2015/08/21,2015/10/26,,,read,,,,1,0
18139131,"The Girl of Hrusch Avenue (Powder Mage, #0.5)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",4,3.96,,ebook,29,2013,2013,2015/08/20,2015/10/26,,,read,,,,1,0
22493195,"Servant of the Crown (Powder Mage, #0.2)",Brian  McClellan,"McClellan, Brian",,"=""""","=""""",3,4.27,,Kindle Edition,77,2014,2014,2015/08/20,2015/10/26,,,read,,,,1,0
20883847,"The Autumn Republic (Powder Mage, #3)",Brian  McClellan,"McClellan, Brian",,"=""0316219126""","=""9780316219129""",4,4.36,Orbit,Hardcover,580,2015,2015,2015/08/19,2015/10/26,,,read,,,,1,0
15790883,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,"McClellan, Brian",,"=""0316219037""","=""9780316219037""",4,4.14,Orbit,Hardcover,545,2013,2013,2015/08/04,2015/10/26,,,read,,,,1,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",3,3.89,Ace Books,Mass Market Paperback,271,1984,1984,2015/07/27,2015/10/26,,,read,,,,1,0
13521459,Red Country,Joe Abercrombie,"Abercrombie, Joe",,"=""0316214442""","=""9780316214445""",4,4.31,Orbit,Kindle Edition,469,2012,2012,2015/07/10,2015/10/26,,,read,,,,1,0
2637138,Welcome to the Jungle,Jim Butcher,"Butcher, Jim",Ardian Syaf,"=""0345507460""","=""9780345507464""",3,4.10,Del Rey/Dabel Brothers,Hardcover,168,2008,2008,2015/06/22,2014/06/18,,,read,,,,1,0
8058301,"Ghost Story (The Dresden Files, #13)",Jim Butcher,"Butcher, Jim",James Marsters,"=""045146379X""","=""9780451463791""",3,4.25,Roc Hardcover,Hardcover,481,2011,2011,2011/01/01,2012/05/25,,,read,,,,1,0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,"=""0451464397""","=""9780451464392""",5,4.56,Roc,Hardcover,464,2014,2014,2014/05/30,2014/03/31,,,read,,,,1,0
25156064,"Two Tales of the Iron Druid Chronicles (The Iron Druid Chronicles, #0.6, 3.5)",Kevin Hearne,"Hearne, Kevin",,"=""""","=""""",2,4.31,,Kindle Edition,37,2015,2015,2015/06/21,2015/06/22,,,read,,,,1,0
13630171,"The Skull Throne (Demon Cycle, #4)",Peter V. Brett,"Brett, Peter V.",,"=""0345531485""","=""9780345531483""",3,4.13,Del Rey,Hardcover,681,2015,2015,2015/06/20,2015/06/22,,,read,,,,1,0
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.17,Tor Books,,50,2013,2013,2015/05/02,2015/06/22,,,read,,,,1,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",2,4.18,Bloomsbury USA Children's,Hardcover,406,2012,2012,2015/06/15,2015/06/22,,,read,,,,1,0
25188109,Perfect State,Brandon Sanderson,"Sanderson, Brandon",,"=""193857009X""","=""""",5,4.04,Dragonsteel Entertainment,Kindle Edition,87,2015,2015,2015/04/01,2015/06/22,,,read,,,,1,0
18040401,"Concealed Power (The Healers of Meligna, #1)",K.J. Colt,"Colt, K.J.",,"=""1491022884""","=""9781491022887""",3,3.56,Amazon Digital Services,Paperback,724,2013,2013,2015/02/15,2015/06/22,,,read,,,,1,0
7779059,"Side Jobs (The Dresden Files, #12.5)",Jim Butcher,"Butcher, Jim",,"=""045146365X""","=""9780451463654""",4,4.25,Roc,Hardcover,418,2010,2010,2015/04/04,2015/06/22,,,read,,,,1,0
22055283,"Half the World (Shattered Sea, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0804178429""","=""9780804178426""",4,4.19,Del Rey,Hardcover,366,2015,2015,2015/03/05,2015/06/22,,,read,,,,1,0
18666047,"Half a King (Shattered Sea, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0804178321""","=""9780804178327""",4,3.97,Del Rey,Hardcover,336,2014,2014,2015/02/26,2015/06/22,,,read,,,,1,0
